"Class","duration","earliestStart","majorityEvent","eventCount","activeDimensionCount","density","normalizedDensity","maxConcurrentEventCount","maxConcurrentEventDuration","normalizedMaxConcurrentEventDuration","summedPauseTime","normalizedSummedPauseTime","atLeastOneActiveTime","normalizedAtLeastOneActiveTime","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","distance_V1","distance_V2","distance_V3","distance_V4","distance_V5","distance_V6","distance_V7","distance_V8","distance_V9","distance_V10"
"9",30,1,1,10,10,230,7.66666666666667,8,24,0.8,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4,6,6.48074069840786,3.16227766016838,5.47722557505166,4.47213595499958,2.82842712474619,3.46410161513775,3.16227766016838,4.24264068711928
"3",30,1,3,16,11,224,7.46666666666667,8,5,0.166666666666667,0,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,4.47213595499958,6,4.24264068711928,5.09901951359278,5.47722557505166,6.32455532033676,5.29150262212918,4.89897948556636,5.09901951359278,4.24264068711928
"8",30,1,3,10,9,230,7.66666666666667,8,21,0.7,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2.44948974278318,5.8309518948453,5.65685424949238,2,4.47213595499958,3.74165738677394,1.4142135623731,1.4142135623731,0,2.82842712474619
"4",30,1,3,10,9,230,7.66666666666667,8,20,0.666666666666667,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,5.65685424949238,5.47722557505166,1.4142135623731,4.24264068711928,4,2,0,1.4142135623731,2.44948974278318
"10",30,1,3,18,11,222,7.4,8,6,0.2,0,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,4.89897948556636,6.6332495807108,4.69041575982343,5.47722557505166,5.8309518948453,6.6332495807108,5.65685424949238,5.29150262212918,5.47722557505166,4.69041575982343
"10",30,1,1,14,11,226,7.53333333333333,8,10,0.333333333333333,0,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,4.24264068711928,5.8309518948453,6.32455532033676,4.47213595499958,4.47213595499958,5.8309518948453,4.69041575982343,4.24264068711928,4.47213595499958,4
"4",30,1,1,13,10,227,7.56666666666667,8,23,0.766666666666667,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,3.74165738677394,6.16441400296898,6.32455532033676,2.82842712474619,5.29150262212918,4.24264068711928,2.44948974278318,3.16227766016838,2.82842712474619,4
"3",30,1,3,16,10,224,7.46666666666667,8,8,0.266666666666667,0,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,2,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,5.47722557505166,6.48074069840786,5.65685424949238,5.65685424949238,5.65685424949238,6.78232998312527,5.8309518948453,5.47722557505166,5.65685424949238,5.65685424949238
"2",30,1,3,12,10,228,7.6,8,9,0.3,0,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,2,2,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5.47722557505166,4.69041575982343,5.65685424949238,5.65685424949238,4.47213595499958,6.48074069840786,5.47722557505166,5.47722557505166,5.29150262212918,5.29150262212918
"7",30,1,3,10,9,230,7.66666666666667,8,21,0.7,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2.44948974278318,6.16441400296898,5.65685424949238,2.82842712474619,4.89897948556636,4.24264068711928,2.44948974278318,2.44948974278318,2,3.46410161513775
"7",30,1,3,10,9,230,7.66666666666667,8,20,0.666666666666667,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,6,5.47722557505166,2.44948974278318,4.69041575982343,4,2,2,1.4142135623731,3.16227766016838
"9",30,1,3,10,9,230,7.66666666666667,8,22,0.733333333333333,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2.82842712474619,5.65685424949238,5.8309518948453,1.4142135623731,4.69041575982343,3.46410161513775,0,2,1.4142135623731,3.16227766016838
"2",30,1,5,11,10,229,7.63333333333333,8,13,0.433333333333333,0,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6.48074069840786,2.44948974278318,7.48331477354788,6,4.47213595499958,6.78232998312527,5.8309518948453,6.16441400296898,6,6
"9",30,1,3,12,9,228,7.6,8,15,0.5,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4.24264068711928,6.48074069840786,4.89897948556636,3.46410161513775,5.65685424949238,4.69041575982343,3.16227766016838,3.74165738677394,3.46410161513775,4.47213595499958
"4",30,1,3,10,9,230,7.66666666666667,8,26,0.866666666666667,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4,6,6.48074069840786,3.16227766016838,5.47722557505166,4.47213595499958,2.82842712474619,3.46410161513775,3.16227766016838,4.24264068711928
"10",30,1,3,12,10,228,7.6,8,11,0.366666666666667,0,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2.44948974278318,6.16441400296898,5.65685424949238,3.46410161513775,4.89897948556636,5.09901951359278,3.74165738677394,3.16227766016838,3.46410161513775,3.46410161513775
"10",30,1,3,12,10,228,7.6,8,13,0.433333333333333,0,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2.44948974278318,5.47722557505166,4.89897948556636,2.82842712474619,4.47213595499958,4.69041575982343,3.16227766016838,2.44948974278318,2.82842712474619,0
"10",30,1,3,10,9,230,7.66666666666667,8,19,0.633333333333333,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1.4142135623731,5.8309518948453,5.29150262212918,2,4.47213595499958,4.24264068711928,2.44948974278318,1.4142135623731,2,2
"9",30,1,3,12,9,228,7.6,8,9,0.3,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2.82842712474619,6.6332495807108,4.24264068711928,3.74165738677394,5.47722557505166,5.29150262212918,4,3.46410161513775,3.74165738677394,3.74165738677394
"10",30,1,3,12,10,228,7.6,8,14,0.466666666666667,0,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,4.69041575982343,7.34846922834953,2,5.29150262212918,6.6332495807108,6.48074069840786,5.47722557505166,5.09901951359278,5.29150262212918,5.29150262212918
"7",30,1,3,10,9,230,7.66666666666667,8,17,0.566666666666667,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2.44948974278318,6.16441400296898,4.89897948556636,2.82842712474619,4.89897948556636,4.69041575982343,3.16227766016838,2.44948974278318,2.82842712474619,3.46410161513775
"2",30,1,3,12,10,228,7.6,8,12,0.4,0,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,2,2,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5.8309518948453,3.16227766016838,6.92820323027551,5.65685424949238,3.46410161513775,6.48074069840786,5.47722557505166,5.47722557505166,5.29150262212918,5.29150262212918
"6",30,1,1,14,10,226,7.53333333333333,8,8,0.266666666666667,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,4.69041575982343,6.48074069840786,6.92820323027551,4,6,3.16227766016838,4.24264068711928,4.24264068711928,4.47213595499958,4.89897948556636
"6",30,1,1,14,11,226,7.53333333333333,8,5,0.166666666666667,0,0,30,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6.48074069840786,5.09901951359278,7.48331477354788,6,4.89897948556636,5.09901951359278,6.16441400296898,6.16441400296898,6.32455532033676,6
"7",30,1,3,12,9,228,7.6,8,19,0.633333333333333,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,5.65685424949238,5.47722557505166,1.4142135623731,4.69041575982343,4,2,2,2.44948974278318,3.16227766016838
"10",30,1,3,12,10,228,7.6,8,12,0.4,0,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2.44948974278318,5.47722557505166,4.89897948556636,2.82842712474619,4.47213595499958,4.69041575982343,3.16227766016838,2.44948974278318,2.82842712474619,2
"4",30,1,1,12,10,228,7.6,8,21,0.7,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3.74165738677394,6.16441400296898,6.32455532033676,2.82842712474619,5.29150262212918,4.24264068711928,2.44948974278318,3.16227766016838,2.82842712474619,4
"4",30,1,3,10,9,230,7.66666666666667,8,21,0.7,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2.44948974278318,6.16441400296898,5.65685424949238,2.82842712474619,4.89897948556636,4.24264068711928,2.44948974278318,2.44948974278318,2,3.46410161513775
"1",30,1,3,10,9,230,7.66666666666667,8,23,0.766666666666667,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3.16227766016838,5.8309518948453,6,2,4.89897948556636,3.74165738677394,1.4142135623731,2.44948974278318,2,3.46410161513775
"1",30,1,1,12,10,228,7.6,8,18,0.6,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2.44948974278318,6.16441400296898,5.65685424949238,2.82842712474619,4.89897948556636,4.69041575982343,3.16227766016838,2.44948974278318,2.82842712474619,2.82842712474619
"2",30,1,3,18,11,222,7.4,8,5,0.166666666666667,0,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,1,1,1,1,1,0,0,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5.09901951359278,4.69041575982343,6,5.65685424949238,4,6.78232998312527,5.8309518948453,5.47722557505166,5.65685424949238,4.89897948556636
"5",30,1,3,12,10,228,7.6,8,11,0.366666666666667,0,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,2,2,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4.89897948556636,3.46410161513775,6.16441400296898,5.47722557505166,3.16227766016838,6.6332495807108,5.65685424949238,5.29150262212918,5.47722557505166,4.69041575982343
"3",30,1,3,12,10,228,7.6,8,14,0.466666666666667,0,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,2,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,5.09901951359278,7.07106781186548,0,5.65685424949238,6.6332495807108,6.78232998312527,5.8309518948453,5.47722557505166,5.65685424949238,4.89897948556636
"1",30,1,3,12,9,228,7.6,8,18,0.6,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2.44948974278318,5.8309518948453,5.65685424949238,2.82842712474619,4.89897948556636,4.69041575982343,3.16227766016838,2.44948974278318,2.82842712474619,2.82842712474619
"2",30,1,3,14,11,226,7.53333333333333,8,15,0.5,0,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,2,2,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6.16441400296898,3.16227766016838,7.21110255092798,6,4,7.07106781186548,6.16441400296898,5.8309518948453,6,5.65685424949238
"8",30,1,3,10,9,230,7.66666666666667,8,20,0.666666666666667,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2.82842712474619,5.65685424949238,5.8309518948453,2.44948974278318,5.09901951359278,4.47213595499958,2.82842712474619,2.82842712474619,3.16227766016838,3.16227766016838
"9",30,1,3,12,9,228,7.6,8,10,0.333333333333333,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2.82842712474619,5.65685424949238,5.47722557505166,2.44948974278318,5.09901951359278,4.47213595499958,2.82842712474619,2.82842712474619,3.16227766016838,3.16227766016838
"1",30,1,1,12,10,228,7.6,8,15,0.5,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3.16227766016838,6.16441400296898,6,2.82842712474619,5.29150262212918,4.69041575982343,3.16227766016838,3.16227766016838,3.46410161513775,3.46410161513775
"7",30,1,1,10,10,230,7.66666666666667,8,25,0.833333333333333,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4.24264068711928,6.16441400296898,6.6332495807108,3.46410161513775,5.65685424949238,4.69041575982343,3.16227766016838,3.74165738677394,3.46410161513775,4.47213595499958
"4",30,1,3,10,9,230,7.66666666666667,8,21,0.7,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2.44948974278318,5.47722557505166,5.65685424949238,0,4.47213595499958,3.74165738677394,1.4142135623731,1.4142135623731,2,2.82842712474619
"3",30,1,3,14,10,226,7.53333333333333,8,5,0.166666666666667,0,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,4.69041575982343,6.48074069840786,4,5.29150262212918,5.29150262212918,6.48074069840786,5.47722557505166,5.09901951359278,5.29150262212918,4.89897948556636
"1",30,1,3,13,9,227,7.56666666666667,8,20,0.666666666666667,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2.82842712474619,5.65685424949238,5.8309518948453,2.44948974278318,4.69041575982343,4.47213595499958,2.82842712474619,2,2.44948974278318,3.16227766016838
"3",30,1,3,14,10,226,7.53333333333333,8,5,0.166666666666667,0,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,4.89897948556636,6.32455532033676,3.74165738677394,5.09901951359278,5.8309518948453,6,4.89897948556636,4.89897948556636,4.69041575982343,4.69041575982343
"2",30,1,5,14,10,226,7.53333333333333,8,7,0.233333333333333,0,0,30,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,1,2,2,0,0,2,1,1,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5.8309518948453,3.74165738677394,7.21110255092798,5.65685424949238,4.47213595499958,6.78232998312527,5.8309518948453,5.8309518948453,6,5.29150262212918
"2",30,1,3,13,11,227,7.56666666666667,8,12,0.4,0,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,2,2,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6.32455532033676,3.46410161513775,7.34846922834953,5.8309518948453,4.24264068711928,6.92820323027551,6,6,6.16441400296898,5.8309518948453
"3",30,1,3,13,11,227,7.56666666666667,8,11,0.366666666666667,0,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,2,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,6,7.74596669241483,3.74165738677394,6.16441400296898,7.34846922834953,7.21110255092798,6.32455532033676,6,6.16441400296898,6.16441400296898
"8",30,1,3,10,9,230,7.66666666666667,8,19,0.633333333333333,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1.4142135623731,5.8309518948453,5.29150262212918,2,4.47213595499958,4.24264068711928,2.44948974278318,1.4142135623731,2,2.82842712474619
"6",30,1,1,13,11,227,7.56666666666667,8,7,0.233333333333333,0,0,30,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5.47722557505166,6.78232998312527,7.48331477354788,5.29150262212918,6.32455532033676,4.69041575982343,5.47722557505166,5.47722557505166,5.65685424949238,5.65685424949238
"4",30,1,3,14,10,226,7.53333333333333,8,10,0.333333333333333,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3.16227766016838,6.16441400296898,5.65685424949238,2.82842712474619,5.29150262212918,4.69041575982343,3.16227766016838,3.16227766016838,3.46410161513775,3.46410161513775
"9",30,1,3,14,9,226,7.53333333333333,8,8,0.266666666666667,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4.69041575982343,7.34846922834953,4.89897948556636,5.29150262212918,6.6332495807108,6.48074069840786,5.47722557505166,5.09901951359278,5.29150262212918,5.29150262212918
"5",30,1,3,12,10,228,7.6,8,7,0.233333333333333,0,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,4.47213595499958,4.89897948556636,6.78232998312527,4.24264068711928,4.69041575982343,5.65685424949238,4.47213595499958,4.47213595499958,4.69041575982343,4.69041575982343
